Gene stable ID,Gene description,Gene type,Gene name
ENSG00000254351,ADP ribosylation factor like GTPase 2 binding protein pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:39449],processed_pseudogene,ARL2BPP5
ENSG00000310160,"novel transcript, antisense to TMEM50B",lncRNA,
ENSG00000244331,"ribosomal protein, large, P2 (RPLP2) pseudogene",processed_pseudogene,
ENSG00000258863,SET pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:19279],processed_pseudogene,SETP1
ENSG00000231355,novel transcript,lncRNA,
ENSG00000259060,novel protein,protein_coding,
ENSG00000253630,pseudogene similar to part of chromosome 7 open reading frame 58 C7orf58,unprocessed_pseudogene,
ENSG00000217889,keratin 18 pseudogene 48 [Source:HGNC Symbol;Acc:HGNC:33418],processed_pseudogene,KRT18P48
ENSG00000310284,novel transcript,lncRNA,
ENSG00000213111,cytochrome c oxidase subunit 5B pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:2271],transcribed_processed_pseudogene,COX5BP2
ENSG00000273569,novel zinc finger protein pseudogene,processed_pseudogene,
ENSG00000310309,"novel transcript, antisense to DSCAM",lncRNA,
ENSG00000236677,SETD4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40104],lncRNA,SETD4-AS1
ENSG00000130821,solute carrier family 6 member 8 [Source:HGNC Symbol;Acc:HGNC:11055],protein_coding,SLC6A8
ENSG00000226433,novel transcript,lncRNA,
ENSG00000258573,RNASE11 and RNASE12 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27381],lncRNA,RNASE11-AS1
ENSG00000289939,"novel transcript, sense intronic to IFNGR2",lncRNA,
ENSG00000288187,novel transcript,lncRNA,
ENSG00000237449,"trace amine associated receptor 4, pseudogene [Source:HGNC Symbol;Acc:HGNC:31924]",unprocessed_pseudogene,TAAR4P
ENSG00000214743,mitochondrial ribosomal protein S5 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:29778],processed_pseudogene,MRPS5P3
ENSG00000310452,novel transcript,lncRNA,
ENSG00000304334,"novel transcript, antisense to UMODL1",lncRNA,
ENSG00000310393,novel transcript,lncRNA,
ENSG00000306128,"novel transcript, antisense to TFF1",lncRNA,
ENSG00000272129,novel transcript,lncRNA,
ENSG00000220725,NIFU-like protein pseudogene,processed_pseudogene,
ENSG00000307177,novel transcript,lncRNA,
ENSG00000064651,solute carrier family 12 member 2 [Source:HGNC Symbol;Acc:HGNC:10911],protein_coding,SLC12A2
ENSG00000239327,ribosomal protein S26 (RPS26) pseudogene,processed_pseudogene,
ENSG00000227360,novel transcript,lncRNA,
ENSG00000309213,novel transcript,lncRNA,
ENSG00000181803,olfactory receptor family 6 subfamily S member 1 [Source:HGNC Symbol;Acc:HGNC:15363],protein_coding,OR6S1
ENSG00000160179,ATP binding cassette subfamily G member 1 [Source:HGNC Symbol;Acc:HGNC:73],protein_coding,ABCG1
ENSG00000288071,novel transcript,lncRNA,
ENSG00000220514,MT-ND4L pseudogene 20 [Source:HGNC Symbol;Acc:HGNC:42254],processed_pseudogene,MTND4LP20
ENSG00000071082,ribosomal protein L31 [Source:HGNC Symbol;Acc:HGNC:10334],protein_coding,RPL31
ENSG00000146374,R-spondin 3 [Source:HGNC Symbol;Acc:HGNC:20866],protein_coding,RSPO3
ENSG00000199461,Y RNA [Source:RFAM;Acc:RF00019],misc_RNA,Y_RNA
ENSG00000258818,ribonuclease A family member 4 [Source:HGNC Symbol;Acc:HGNC:10047],protein_coding,RNASE4
ENSG00000268157,"novel transcript, antisense to TEAD2",lncRNA,
ENSG00000259171,"novel protein, ANG-RNASE4 readthrough",protein_coding,
ENSG00000104901,dickkopf like acrosomal protein 1 [Source:HGNC Symbol;Acc:HGNC:16528],protein_coding,DKKL1
ENSG00000259144,RAN binding protein 20 pseudogene [Source:HGNC Symbol;Acc:HGNC:19734],processed_pseudogene,RANBP20P
ENSG00000217160,MT-CO2 pseudogene 31 [Source:HGNC Symbol;Acc:HGNC:52160],processed_pseudogene,MTCO2P31
ENSG00000220181,MTRES1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54502],processed_pseudogene,MTRES1P1
ENSG00000258963,"epididymal protein 3D, pseudogene [Source:HGNC Symbol;Acc:HGNC:37707]",unprocessed_pseudogene,EDDM3DP
ENSG00000001036,alpha-L-fucosidase 2 [Source:HGNC Symbol;Acc:HGNC:4008],protein_coding,FUCA2
ENSG00000181562,epididymal protein 3A [Source:HGNC Symbol;Acc:HGNC:16978],protein_coding,EDDM3A
ENSG00000213703,ribosomal protein L13a pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:36341],processed_pseudogene,RPL13AP9
ENSG00000165495,PBX/knotted 1 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:16714],protein_coding,PKNOX2
ENSG00000181552,epididymal protein 3B [Source:HGNC Symbol;Acc:HGNC:19223],protein_coding,EDDM3B
ENSG00000153898,mucolipin TRP cation channel 2 [Source:HGNC Symbol;Acc:HGNC:13357],protein_coding,MCOLN2
ENSG00000220110,ribosomal protein L21 pseudogene 64 [Source:HGNC Symbol;Acc:HGNC:36259],processed_pseudogene,RPL21P64
ENSG00000169413,ribonuclease A family member 6 [Source:HGNC Symbol;Acc:HGNC:10048],protein_coding,RNASE6
ENSG00000213335,chloride nucleotide-sensitive channel 1A pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:2081],processed_pseudogene,CLNS1AP1
ENSG00000261003,"novel transcript, overlapping to FAM120B",lncRNA,
ENSG00000119899,solute carrier family 17 member 5 [Source:HGNC Symbol;Acc:HGNC:10933],protein_coding,SLC17A5
ENSG00000181778,transmembrane protein 252 [Source:HGNC Symbol;Acc:HGNC:28537],protein_coding,TMEM252
ENSG00000129538,"ribonuclease A family member 1, pancreatic [Source:HGNC Symbol;Acc:HGNC:10044]",protein_coding,RNASE1
ENSG00000233011,solute carrier family 9 member 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:11074],processed_pseudogene,SLC9A3P1
ENSG00000225137,dynein cytoplasmic 1 intermediate chain 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:45012],processed_pseudogene,DYNC1I2P1
ENSG00000234756,long intergenic non-protein coding RNA 2621 [Source:HGNC Symbol;Acc:HGNC:54098],lncRNA,LINC02621
ENSG00000288011,"novel transcript, antisense to ZNF365",lncRNA,
ENSG00000136895,GTPase activating Rap/RanGAP domain like 3 [Source:HGNC Symbol;Acc:HGNC:25425],protein_coding,GARNL3
ENSG00000229324,nuclear transport factor 2 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:50458],processed_pseudogene,NUTF2P7
ENSG00000240940,"RNA, 7SL, cytoplasmic 591, pseudogene [Source:HGNC Symbol;Acc:HGNC:46607]",misc_RNA,RN7SL591P
ENSG00000212605,"RNA, U1 small nuclear 56, pseudogene [Source:HGNC Symbol;Acc:HGNC:48398]",snRNA,RNU1-56P
ENSG00000280148,novel transcript,protein_coding,
ENSG00000138311,zinc finger protein 365 [Source:HGNC Symbol;Acc:HGNC:18194],protein_coding,ZNF365
ENSG00000147164,sorting nexin 12 [Source:HGNC Symbol;Acc:HGNC:14976],protein_coding,SNX12
ENSG00000241777,resistin like beta (RETNLB) pseudogene,unprocessed_pseudogene,
ENSG00000268686,"novel transcript, antisense to DKKL1",lncRNA,
ENSG00000241695,GM2A pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:4368],processed_pseudogene,GM2AP1
ENSG00000268357,vomeronasal 1 receptor 81 pseudogene [Source:HGNC Symbol;Acc:HGNC:37401],unprocessed_pseudogene,VN1R81P
ENSG00000228398,high mobility group nucleosomal binding domain 2 pseudogene 25 [Source:HGNC Symbol;Acc:HGNC:39392],processed_pseudogene,HMGN2P25
ENSG00000236326,novel transcript,lncRNA,
ENSG00000206527,3-hydroxyacyl-CoA dehydratase 2 [Source:HGNC Symbol;Acc:HGNC:9640],protein_coding,HACD2
ENSG00000219146,ribosomal protein S4X pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:36683],processed_pseudogene,RPS4XP8
ENSG00000219547,ribosomal protein L17 pseudogene 25 [Source:HGNC Symbol;Acc:HGNC:36844],processed_pseudogene,RPL17P25
ENSG00000104866,protein phosphatase 1 regulatory subunit 37 [Source:HGNC Symbol;Acc:HGNC:27607],protein_coding,PPP1R37
ENSG00000216713,MT-ND4 pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:42222],processed_pseudogene,MTND4P13
ENSG00000169385,ribonuclease A family member 2 [Source:HGNC Symbol;Acc:HGNC:10045],protein_coding,RNASE2
ENSG00000112290,WASP family member 1 [Source:HGNC Symbol;Acc:HGNC:12732],protein_coding,WASF1
ENSG00000243817,"RNA, 7SL, cytoplasmic 189, pseudogene [Source:HGNC Symbol;Acc:HGNC:46205]",misc_RNA,RN7SL189P
ENSG00000165794,solute carrier family 39 member 2 [Source:HGNC Symbol;Acc:HGNC:17127],protein_coding,SLC39A2
ENSG00000163421,prokineticin 2 [Source:HGNC Symbol;Acc:HGNC:18455],protein_coding,PROK2
ENSG00000285837,novel protein,protein_coding,
ENSG00000285551,long intergenic non-protein coding RNA 2929 [Source:HGNC Symbol;Acc:HGNC:55812],lncRNA,LINC02929
ENSG00000240888,novel transcript,lncRNA,
ENSG00000157500,"adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1 [Source:HGNC Symbol;Acc:HGNC:24035]",protein_coding,APPL1
ENSG00000260456,chromosome 16 open reading frame 95 [Source:HGNC Symbol;Acc:HGNC:40033],protein_coding,C16orf95
ENSG00000284122,microRNA 6717 [Source:HGNC Symbol;Acc:HGNC:50000],miRNA,MIR6717
ENSG00000179636,tubulin polymerization promoting protein family member 2 [Source:HGNC Symbol;Acc:HGNC:19293],protein_coding,TPPP2
ENSG00000267204,long intergenic non-protein coding RNA 1782 [Source:HGNC Symbol;Acc:HGNC:52572],lncRNA,LINC01782
ENSG00000270849,coiled-coil-helix-coiled-coil-helix domain containing 2 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:39587],processed_pseudogene,CHCHD2P3
ENSG00000204165,chromosome X open reading frame 65 [Source:HGNC Symbol;Acc:HGNC:33713],protein_coding,CXorf65
ENSG00000117069,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:19342]",protein_coding,ST6GALNAC5
ENSG00000181035,solute carrier family 25 member 42 [Source:HGNC Symbol;Acc:HGNC:28380],protein_coding,SLC25A42
ENSG00000234489,aldehyde dehydrogenase 7 family member A1 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:881],processed_pseudogene,ALDH7A1P4
ENSG00000227374,novel transcript,lncRNA,
ENSG00000275327,"novel transcript, antisense to EBF3",lncRNA,
ENSG00000266676,microRNA 4297 [Source:HGNC Symbol;Acc:HGNC:38393],miRNA,MIR4297
ENSG00000275005,"novel transcript, antisense to EBF3",lncRNA,
ENSG00000287997,EBF3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56218],lncRNA,EBF3-AS1
ENSG00000220842,ribosomal protein L21 pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:31396],processed_pseudogene,RPL21P16
ENSG00000234522,spermatogenesis associated 7 (SPATA7) pseudogene,unprocessed_pseudogene,
ENSG00000075568,transmembrane protein 131 [Source:HGNC Symbol;Acc:HGNC:30366],protein_coding,TMEM131
ENSG00000177234,long intergenic non-protein coding RNA 1561 [Source:HGNC Symbol;Acc:HGNC:31365],lncRNA,LINC01561
ENSG00000285171,"novel protein, IL2RG-CXorf65 readthrough",protein_coding,
ENSG00000203805,phospholipid phosphatase 4 [Source:HGNC Symbol;Acc:HGNC:23531],protein_coding,PLPP4
ENSG00000186260,myocardin related transcription factor B [Source:HGNC Symbol;Acc:HGNC:29819],protein_coding,MRTFB
ENSG00000169562,gap junction protein beta 1 [Source:HGNC Symbol;Acc:HGNC:4283],protein_coding,GJB1
ENSG00000254348,patched homolog 1 (Drosophila) (PTCH1) pseudogene,processed_pseudogene,
ENSG00000186008,ribosomal protein S4X pseudogene 21 [Source:HGNC Symbol;Acc:HGNC:36228],processed_pseudogene,RPS4XP21
ENSG00000130193,thioesterase superfamily member 6 [Source:HGNC Symbol;Acc:HGNC:29656],protein_coding,THEM6
ENSG00000125703,autophagy related 4C cysteine peptidase [Source:HGNC Symbol;Acc:HGNC:16040],protein_coding,ATG4C
ENSG00000271598,novel pseudogene,processed_pseudogene,
ENSG00000258604,novel transcript,lncRNA,
ENSG00000248830,"zinc finger protein 807, pseudogene [Source:HGNC Symbol;Acc:HGNC:33229]",unprocessed_pseudogene,ZNF807P
ENSG00000206150,ribonuclease A family member 13 (inactive) [Source:HGNC Symbol;Acc:HGNC:25285],protein_coding,RNASE13
ENSG00000164929,BAALC binder of MAP3K1 and KLF4 [Source:HGNC Symbol;Acc:HGNC:14333],protein_coding,BAALC
ENSG00000270727,chromosome 21 open reading frame 59 (C21orf59) pseudogene,processed_pseudogene,
ENSG00000265372,microRNA 4675 [Source:HGNC Symbol;Acc:HGNC:41619],miRNA,MIR4675
ENSG00000235940,MT-ND1 pseudogene 21 [Source:HGNC Symbol;Acc:HGNC:42070],processed_pseudogene,MTND1P21
ENSG00000230112,pseudogene similar to part of MTCO3 (COIII)(cytochrome c oxidase III),processed_pseudogene,
ENSG00000283801,microRNA 1302-11 [Source:HGNC Symbol;Acc:HGNC:38246],miRNA,MIR1302-11
ENSG00000231553,MRM3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44905],processed_pseudogene,MRM3P1
ENSG00000275642,Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017],misc_RNA,Metazoa_SRP
ENSG00000278650,adenosine deaminase domain containing 1 (testis-specific) (ADAD1) pseudogene,unprocessed_pseudogene,
ENSG00000165799,ribonuclease A family member 7 [Source:HGNC Symbol;Acc:HGNC:19278],protein_coding,RNASE7
ENSG00000263974,"RNA, 7SL, cytoplasmic 121, pseudogene [Source:HGNC Symbol;Acc:HGNC:46137]",misc_RNA,RN7SL121P
ENSG00000273566,Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017],misc_RNA,Metazoa_SRP
ENSG00000277904,microRNA 7850 [Source:HGNC Symbol;Acc:HGNC:50118],miRNA,MIR7850
ENSG00000199222,Y RNA [Source:RFAM;Acc:RF00019],misc_RNA,Y_RNA
ENSG00000252661,"RNA, U6 small nuclear 782, pseudogene [Source:HGNC Symbol;Acc:HGNC:47745]",snRNA,RNU6-782P
ENSG00000222071,microRNA 1915 [Source:HGNC Symbol;Acc:HGNC:35399],miRNA,MIR1915
ENSG00000241172,"RNA, 7SL, cytoplasmic 70, pseudogene [Source:HGNC Symbol;Acc:HGNC:46086]",misc_RNA,RN7SL70P
ENSG00000180592,SKI/DACH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:32697],protein_coding,SKIDA1
ENSG00000252973,"RNA, U6 small nuclear 1028, pseudogene [Source:HGNC Symbol;Acc:HGNC:47991]",snRNA,RNU6-1028P
ENSG00000201035,"RNA, 5S ribosomal pseudogene 469 [Source:HGNC Symbol;Acc:HGNC:43369]",rRNA_pseudogene,RNA5SP469
ENSG00000201966,"RNA, 5.8S ribosomal pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:41958]",rRNA_pseudogene,RNA5-8SP4
ENSG00000201894,"RNA, U6 small nuclear 967, pseudogene [Source:HGNC Symbol;Acc:HGNC:47930]",snRNA,RNU6-967P
ENSG00000252780,"RNA, 5S ribosomal pseudogene 471 [Source:HGNC Symbol;Acc:HGNC:43371]",rRNA_pseudogene,RNA5SP471
ENSG00000200738,"RNA, 5S ribosomal pseudogene 472 [Source:HGNC Symbol;Acc:HGNC:43372]",rRNA_pseudogene,RNA5SP472
ENSG00000264317,"RNA, 7SL, cytoplasmic 154, pseudogene [Source:HGNC Symbol;Acc:HGNC:46170]",misc_RNA,RN7SL154P
ENSG00000200179,Y RNA [Source:RFAM;Acc:RF00019],misc_RNA,Y_RNA
ENSG00000239948,"RNA, 7SL, cytoplasmic 368, pseudogene [Source:HGNC Symbol;Acc:HGNC:46384]",misc_RNA,RN7SL368P
ENSG00000265407,microRNA 4324 [Source:HGNC Symbol;Acc:HGNC:38392],miRNA,MIR4324
ENSG00000267992,"novel transcript, antisense to FBXO27",lncRNA,
ENSG00000173431,ribonuclease A family member 8 [Source:HGNC Symbol;Acc:HGNC:19277],protein_coding,RNASE8
ENSG00000183760,"acid phosphatase 7, tartrate resistant (putative) [Source:HGNC Symbol;Acc:HGNC:33781]",protein_coding,ACP7
ENSG00000207347,"RNA, U6 small nuclear 306, pseudogene [Source:HGNC Symbol;Acc:HGNC:47269]",snRNA,RNU6-306P
ENSG00000253949,novel transcript,lncRNA,
ENSG00000214285,neuropeptide S [Source:HGNC Symbol;Acc:HGNC:33940],protein_coding,NPS
ENSG00000172164,syntrophin beta 1 [Source:HGNC Symbol;Acc:HGNC:11168],protein_coding,SNTB1
ENSG00000165801,Rho guanine nucleotide exchange factor 40 [Source:HGNC Symbol;Acc:HGNC:25516],protein_coding,ARHGEF40
ENSG00000152463,oleoyl-ACP hydrolase [Source:HGNC Symbol;Acc:HGNC:25625],protein_coding,OLAH
ENSG00000121073,solute carrier family 35 member B1 [Source:HGNC Symbol;Acc:HGNC:20798],protein_coding,SLC35B1
ENSG00000271886,microRNA 98 [Source:HGNC Symbol;Acc:HGNC:31649],miRNA,MIR98
ENSG00000208012,microRNA let-7f-2 [Source:HGNC Symbol;Acc:HGNC:31484],miRNA,MIRLET7F2
ENSG00000131263,"ring finger protein, LIM domain interacting [Source:HGNC Symbol;Acc:HGNC:13429]",protein_coding,RLIM
ENSG00000285112,solute carrier family 52 member 2 [Source:HGNC Symbol;Acc:HGNC:30224],protein_coding,SLC52A2
ENSG00000270701,"ribosomal protein S12, pseudogene",processed_pseudogene,
ENSG00000255032,TSPAN18 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:54221],lncRNA,TSPAN18-AS1
ENSG00000259290,"novel transcript, sense intronic to PKNOX2",lncRNA,
ENSG00000130487,kelch domain containing 7B [Source:HGNC Symbol;Acc:HGNC:25145],protein_coding,KLHDC7B
ENSG00000254932,PKNOX2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56709],lncRNA,PKNOX2-AS1
ENSG00000187151,angiopoietin like 5 [Source:HGNC Symbol;Acc:HGNC:19705],protein_coding,ANGPTL5
ENSG00000217442,synaptonemal complex central element protein 3 [Source:HGNC Symbol;Acc:HGNC:35245],protein_coding,SYCE3
ENSG00000254413,CHKB-CPT1B readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:41998],protein_coding,CHKB-CPT1B
ENSG00000230673,poly(A) binding protein cytoplasmic 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:8560],processed_pseudogene,PABPC1P3
ENSG00000124228,DEAD-box helicase 27 [Source:HGNC Symbol;Acc:HGNC:15837],protein_coding,DDX27
ENSG00000199885,"RNA, U6 small nuclear 330, pseudogene [Source:HGNC Symbol;Acc:HGNC:47293]",snRNA,RNU6-330P
ENSG00000271589,"NLR family, pyrin domain containing 3 (NLRP3) pseudogene",processed_pseudogene,
ENSG00000047249,ATPase H+ transporting V1 subunit H [Source:HGNC Symbol;Acc:HGNC:18303],protein_coding,ATP6V1H
ENSG00000050030,neurite extension and migration factor [Source:HGNC Symbol;Acc:HGNC:29433],protein_coding,NEXMIF
ENSG00000269172,"novel transcript, antisense to PAK4",lncRNA,
ENSG00000279295,TEC,TEC,
ENSG00000188505,"NCCRP1, F-box associated domain containing [Source:HGNC Symbol;Acc:HGNC:33739]",protein_coding,NCCRP1
ENSG00000110318,centrosomal protein 126 [Source:HGNC Symbol;Acc:HGNC:29264],protein_coding,CEP126
ENSG00000268510,interferon lambda 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44483],unprocessed_pseudogene,IFNL3P1
ENSG00000214016,ribosomal protein SA pseudogene 61 [Source:HGNC Symbol;Acc:HGNC:36760],processed_pseudogene,RPSAP61
ENSG00000242065,"RNA, 7SL, cytoplasmic 291, pseudogene [Source:HGNC Symbol;Acc:HGNC:46307]",misc_RNA,RN7SL291P
ENSG00000189037,dual specificity phosphatase 21 [Source:HGNC Symbol;Acc:HGNC:20476],protein_coding,DUSP21
ENSG00000213926,methionine sulfoxide reductase B1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:43985],processed_pseudogene,MSRB1P1
ENSG00000272311,interferon lambda 4 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:45090],unprocessed_pseudogene,IFNL4P1
ENSG00000182393,interferon lambda 1 [Source:HGNC Symbol;Acc:HGNC:18363],protein_coding,IFNL1
ENSG00000147113,divergent protein kinase domain 2B [Source:HGNC Symbol;Acc:HGNC:25866],protein_coding,DIPK2B
ENSG00000225588,novel transcript,lncRNA,
ENSG00000100288,choline kinase beta [Source:HGNC Symbol;Acc:HGNC:1938],protein_coding,CHKB
ENSG00000233205,WBP1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:54568],processed_pseudogene,WBP1P2
ENSG00000163162,ring finger protein 149 [Source:HGNC Symbol;Acc:HGNC:23137],protein_coding,RNF149
ENSG00000151929,BAG cochaperone 3 [Source:HGNC Symbol;Acc:HGNC:939],protein_coding,BAG3
ENSG00000234144,cytochrome c oxidase subunit 6C pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:49365],processed_pseudogene,COX6CP13
ENSG00000277670,"succinate-CoA ligase, ADP-forming, beta subunit (SUCLA2) pseudogene",unprocessed_pseudogene,
ENSG00000230934,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4, 9kDa (NDUFA4) pseudogene",processed_pseudogene,
ENSG00000237182,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4, 9kDa (NDUFA4) pseudogene",processed_pseudogene,
ENSG00000237717,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4, 9kDa (NDUFA4) pseudogene",processed_pseudogene,
ENSG00000224617,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4, 9kDa (NDUFA4) pseudogene",processed_pseudogene,
ENSG00000229030,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4, 9kDa (NDUFA4) pseudogene",processed_pseudogene,
ENSG00000227466,PDE4B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40437],lncRNA,PDE4B-AS1
ENSG00000230162,"cancer/testis antigen family 45 member A11, pseudogene [Source:HGNC Symbol;Acc:HGNC:51336]",unprocessed_pseudogene,CT45A11P
ENSG00000219930,glyceraldehyde 3 phosphate dehydrogenase pseudogene 67 [Source:HGNC Symbol;Acc:HGNC:4145],processed_pseudogene,GAPDHP67
ENSG00000231513,E2F transcription factor 6 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:51452],processed_pseudogene,E2F6P4
ENSG00000230498,novel transcript,lncRNA,
ENSG00000239080,,snoRNA,
ENSG00000214720,keratin 18 pseudogene 49 [Source:HGNC Symbol;Acc:HGNC:33419],processed_pseudogene,KRT18P49
ENSG00000291744,long intergenic non-protein coding RNA 2145 [Source:HGNC Symbol;Acc:HGNC:53005],lncRNA,LINC02145
ENSG00000289421,novel transcript,lncRNA,
ENSG00000291745,mediator complex subunit 10 [Source:HGNC Symbol;Acc:HGNC:28760],protein_coding,MED10
ENSG00000185532,protein kinase cGMP-dependent 1 [Source:HGNC Symbol;Acc:HGNC:9414],protein_coding,PRKG1
ENSG00000291746,novel transcript,lncRNA,
ENSG00000147224,phosphoribosyl pyrophosphate synthetase 1 [Source:HGNC Symbol;Acc:HGNC:9462],protein_coding,PRPS1
ENSG00000162618,adhesion G protein-coupled receptor L4 [Source:HGNC Symbol;Acc:HGNC:20822],protein_coding,ADGRL4
ENSG00000291747,ubiquitin conjugating enzyme E2 QL1 [Source:HGNC Symbol;Acc:HGNC:37269],protein_coding,UBE2QL1
ENSG00000130755,glia maturation factor gamma [Source:HGNC Symbol;Acc:HGNC:4374],protein_coding,GMFG
ENSG00000303462,novel transcript,lncRNA,
ENSG00000160305,disco interacting protein 2 homolog A [Source:HGNC Symbol;Acc:HGNC:17217],protein_coding,DIP2A
